Reported by,Origin (prefectures),Origin (district),Origin (municipality),Origin (Other),Food category,Item,Day of collection,Result found Date,134Cs Radioactivity concentration (Bq/kg),134Cs detection limit (Bq/kg),137Cs Radioactivity concentration (Bq/kg),137Cs detection limit (Bq/kg),134Cs + 137Cs Radioactivity concentration (Bq/kg),134Cs + 137Cs detection limit (Bq/kg),134Cs + 137Cs  exceeded reference value, Remarks
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,C201,Wild birds and animals,Wild boar,2013-03-04,2013-03-26,,,,,2.6E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,C201,Wild birds and animals,Wild boar,2013-03-04,2013-03-26,,,,,3.4E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,C203,Wild birds and animals,Wild boar,2013-03-04,2013-03-26,,,,,2.6E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,C203,Wild birds and animals,Wild boar,2013-03-04,2013-03-26,,,,,3.6E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B633,Wild birds and animals,Pheasant,2013-03-04,2013-03-26,ND,<4.9E+00,4.6E+00,,,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-03-05,2013-03-26,,,,,3.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B322,Wild birds and animals,Wild boar,2013-03-05,2013-03-26,,,,,1.0E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Kawauchi village,B062,Wild birds and animals,Wild boar,2013-03-05,2013-03-26,,,,,2.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Naraha town,E774,Wild birds and animals,Wild boar,2013-03-05,2013-03-26,,,,,5.5E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Naraha town,E774,Wild birds and animals,Wild boar,2013-03-05,2013-03-26,,,,,6.6E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,C203,Wild birds and animals,Wild boar,2013-03-06,2013-03-26,,,,,1.2E+04,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B272,Wild birds and animals,Wild boar,2013-03-07,2013-03-26,,,,,4.1E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B272,Wild birds and animals,Wild boar,2013-03-07,2013-03-26,,,,,4.2E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B272,Wild birds and animals,Wild boar,2013-03-07,2013-03-26,,,,,4.7E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B272,Wild birds and animals,Wild boar,2013-03-07,2013-03-26,,,,,4.8E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-03-07,2013-06-12,,,,,4.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Kawauchi village,E764,Wild birds and animals,Wild boar,2013-03-08,2013-03-26,,,,,1.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B371,Wild birds and animals,Wild boar,2013-03-08,2013-03-26,,,,,3.6E+04,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Hirono town,E674,Wild birds and animals,Wild boar,2013-03-09,2013-03-26,,,,,6.1E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B273,Wild birds and animals,Wild boar,2013-03-09,2013-03-26,,,,,7.8E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B272,Wild birds and animals,Wild boar,2013-03-10,2013-03-26,,,,,9.0E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,C203,Wild birds and animals,Wild boar,2013-03-10,2013-03-26,,,,,3.9E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-03-10,2013-06-12,,,,,1.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B272,Wild birds and animals,Wild boar,2013-03-11,2013-03-26,,,,,9.0E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B371,Wild birds and animals,Wild boar,2013-03-11,2013-03-26,,,,,6.1E+04,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B064,Wild birds and animals,Wild boar,2013-03-12,2013-03-26,,,,,4.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B242,Wild birds and animals,Wild boar,2013-03-12,2013-06-12,,,,,4.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Naraha town,E772,Wild birds and animals,Wild boar,2013-03-13,2013-03-26,,,,,4.2E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-03-13,2013-06-12,,,,,3.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E674,Wild birds and animals,Wild boar,2013-03-14,2013-03-26,,,,,1.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B351,Wild birds and animals,Wild boar,2013-03-16,2013-06-12,,,,,2.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B331,Wild birds and animals,Wild boar,2013-03-23,2013-06-12,,,,,6.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B221,Wild birds and animals,Wild boar,2013-03-24,2013-06-12,,,,,1.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B322,Wild birds and animals,Wild boar,2013-03-28,2013-06-12,,,,,3.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E741,Wild birds and animals,Wild boar,2013-04-22,2013-06-12,,,,,7.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Minamiaizu,Minamiaizu county Hinoemata village,D333,Wild birds and animals,Black bear,2013-05-06,2013-06-12,,,,,1.0E+02,,,
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E361,Wild birds and animals,Wild boar,2013-05-08,2013-06-12,,,,,7.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B344,Wild birds and animals,Copper pheasant,2013-05-10,2013-06-12,,,,,4.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B232,Wild birds and animals,Wild boar,2013-05-11,2013-06-12,,,,,2.7E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Inawashiro town,B113,Wild birds and animals,Wild boar,2013-05-15,2013-06-12,,,,,5.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B344,Wild birds and animals,Wild boar,2013-05-16,2013-06-12,,,,,4.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B344,Wild birds and animals,Wild boar,2013-05-24,2013-06-12,,,,,2.2E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Inawashiro town,B113,Wild birds and animals,Wild boar,2013-05-27,2013-06-12,,,,,1.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B004,Wild birds and animals,Black bear,2013-05-30,2013-06-12,,,,,9.8E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B641,Wild birds and animals,Wild boar,2013-05-31,2013-06-12,,,,,9.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B342,Wild birds and animals,Wild boar,2013-06-04,2013-07-12,,,,,2.1E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B124,Wild birds and animals,Wild boar,2013-06-07,2013-07-12,,,,,8.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Showa village,A042,Wild birds and animals,Black bear,2013-06-07,2013-07-12,ND,<5.8E+00,,,,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Inawashiro town,B204,Wild birds and animals,Black bear,2013-06-07,2013-07-12,,,,,6.2E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E741,Wild birds and animals,Wild boar,2013-06-08,2013-07-12,,,,,7.0E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E741,Wild birds and animals,Wild boar,2013-06-08,2013-07-12,,,,,7.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B322,Wild birds and animals,Black bear,2013-06-09,2013-07-12,,,,,1.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E424,Wild birds and animals,Wild boar,2013-06-10,2013-07-12,,,,,2.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B124,Wild birds and animals,Wild boar,2013-06-10,2013-07-12,,,,,4.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B632,Wild birds and animals,Wild boar,2013-06-12,2013-07-12,,,,,6.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Bandai town,B203,Wild birds and animals,Black bear,2013-06-12,2013-07-12,,,,,6.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B632,Wild birds and animals,Wild boar,2013-06-13,2013-07-12,,,,,8.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B333,Wild birds and animals,Black bear,2013-06-14,2013-07-12,,,,,2.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B134,Wild birds and animals,Ducks,2013-06-20,2013-07-12,ND,<5.1E+00,,,,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B422,Wild birds and animals,Wild boar,2013-06-21,2013-07-12,,,,,1.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E352,Wild birds and animals,Pheasant,2013-06-21,2013-07-12,ND,<5.6E+00,,,,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B223,Wild birds and animals,Wild boar,2013-06-22,2013-07-12,,,,,5.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E732,Wild birds and animals,Wild boar,2013-06-22,2013-07-12,,,,,9.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B641,Wild birds and animals,Wild boar,2013-06-22,2013-07-12,,,,,6.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B153,Wild birds and animals,Wild boar,2013-06-25,2013-07-12,,,,,1.5E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B273,Wild birds and animals,Wild boar,2013-06-26,2013-07-12,,,,,4.7E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B222,Wild birds and animals,Wild boar,2013-06-28,2013-07-12,,,,,4.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Minamiaizu,Minamiaizu county Minamiaizu town,D554,Wild birds and animals,Black bear,2013-06-29,2013-07-12,ND,<4.5E+00,,,,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B162,Wild birds and animals,Wild boar,2013-06-30,2013-07-12,,,,,6.3E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B441,Wild birds and animals,Wild boar,2013-06-30,2013-07-12,,,,,1.2E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Mishima town,A153,Wild birds and animals,Black bear,2013-07-04,2013-07-12,,,,,3.0E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B012,Wild birds and animals,Black bear,2013-07-05,2013-07-12,,,,,2.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B251,Wild birds and animals,Wild boar,2013-07-05,2013-08-09,,,,,8.6E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B124,Wild birds and animals,Wild boar,2013-07-07,2013-08-09,,,,,4.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B222,Wild birds and animals,Wild boar,2013-07-07,2013-08-09,,,,,3.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B222,Wild birds and animals,Wild boar,2013-07-07,2013-08-09,,,,,3.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Ishikawa town,E632,Wild birds and animals,Wild boar,2013-07-08,2013-08-09,,,,,1.0E+02,,,
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,C301,Wild birds and animals,Ducks,2013-07-10,2013-08-09,,,,,1.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B222,Wild birds and animals,Pheasant,2013-07-13,2013-08-09,ND,<5.7E+00,,,,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-07-14,2013-08-09,,,,,2.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B572,Wild birds and animals,Wild boar,2013-07-14,2013-08-09,,,,,2.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B641,Wild birds and animals,Wild boar,2013-07-17,2013-08-09,,,,,6.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B232,Wild birds and animals,Wild boar,2013-07-17,2013-08-09,,,,,3.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B371,Wild birds and animals,Wild boar,2013-07-17,2013-08-09,,,,,2.0E+04,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B222,Wild birds and animals,Wild boar,2013-07-18,2013-08-09,,,,,2.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Minamiaizu,Minamiaizu county Shimogo town,D673,Wild birds and animals,Black bear,2013-07-18,2013-08-09,,,,,6.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B343,Wild birds and animals,Wild boar,2013-07-19,2013-08-09,,,,,6.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B343,Wild birds and animals,Wild boar,2013-07-21,2013-08-09,,,,,4.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A063,Wild birds and animals,Black bear,2013-07-24,2013-08-09,,,,,5.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A162,Wild birds and animals,Black bear,2013-07-27,2013-08-09,,,,,6.2E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B322,Wild birds and animals,Black bear,2013-07-28,2013-08-09,,,,,1.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B571,Wild birds and animals,Pheasant,2013-07-29,2013-08-09,,,,,2.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B232,Wild birds and animals,Wild boar,2013-07-30,2013-08-09,,,,,5.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Aizuwakamatsu city,A071,Wild birds and animals,Black bear,2013-07-30,2013-08-09,,,,,2.9E+01,,,
